game_name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating,fk_publisher_id,fk_developer_id
Disney's Meet the Robinsons,Wii,2007,Action,0.17,0.0,0.0,0.01,0.19,62.0,11.0,6.3,4.0,E10+,33,1002
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,0.06,0.02,0.1,0.02,0.19,69.0,32.0,7.7,52.0,T,26,248
Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Misc,0.14,0.04,0.0,0.01,0.19,,,,,,2,2
The Lord of the Rings: War in the North,PC,2011,Action,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,M,20,322
The Bee Game,DS,2007,Adventure,0.17,0.0,0.0,0.01,0.19,,,,,E,40,1003
SBK X: Superbike World Championship,X360,2010,Racing,0.1,0.07,0.0,0.02,0.19,74.0,13.0,8.3,8.0,E10+,195,724
Rango: The Video Game,PS3,2011,Action,0.07,0.09,0.0,0.03,0.19,65.0,23.0,6.4,7.0,E10+,8,593
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,0.09,0.07,0.0,0.02,0.19,77.0,16.0,8.5,17.0,T,75,361
Godzilla (2015),PS4,2014,Action,0.11,0.03,0.02,0.03,0.19,,,,,,26,2
Fairy Fencer F,PS3,2013,Role-Playing,0.05,0.03,0.09,0.02,0.19,65.0,31.0,7.4,50.0,T,131,911
Shadows of the Damned,X360,2011,Action,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0,M,8,538
Treasures of the Deep,PS,1997,Action,0.1,0.07,0.0,0.01,0.19,,,,,,26,2
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,0.0,0.0,0.19,0.0,0.19,80.0,10.0,8.9,18.0,T,9,126
Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,0.11,0.05,0.0,0.02,0.18,,,7.4,5.0,T,5,243
Hot Wheels: Battle Force 5,Wii,2009,Racing,0.17,0.0,0.0,0.01,0.18,,,,,E10+,5,804
Go Play: Lumberjacks,Wii,2009,Simulation,0.17,0.0,0.0,0.01,0.18,,,,,E,36,1004
Fight Club,PS2,2004,Fighting,0.09,0.07,0.0,0.02,0.18,36.0,28.0,4.4,22.0,M,24,225
Samurai Warriors: State of War,PSP,2005,Action,0.07,0.0,0.11,0.01,0.18,64.0,30.0,6.4,8.0,T,49,189
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,0.14,0.03,0.0,0.01,0.18,,,3.5,6.0,T,5,243
Dragon Blade: Wrath of Fire,Wii,2007,Action,0.17,0.0,0.0,0.01,0.18,51.0,19.0,7.5,17.0,T,58,693
Guilty Gear Xrd: Sign,PS3,2014,Fighting,0.1,0.0,0.07,0.02,0.18,,,,,,221,2
Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,0.17,0.0,0.0,0.01,0.18,,,,,E,15,70
Camping Mama: Outdoor Adventures,DS,2011,Simulation,0.12,0.05,0.0,0.02,0.18,51.0,5.0,,,E,12,590
Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,0.09,0.07,0.0,0.02,0.18,,,8.9,54.0,E,12,469
Sports Illustrated for Kids: Football,GBA,2003,Sports,0.13,0.05,0.0,0.0,0.18,,,,,,176,2
The Munchables,Wii,2009,Action,0.17,0.0,0.0,0.01,0.18,71.0,33.0,8.2,5.0,E,26,302
How to Train Your Dragon 2,Wii,2014,Adventure,0.04,0.13,0.0,0.01,0.18,,,,,E10+,241,710
.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,0.09,0.07,0.0,0.02,0.18,,,,,,11,2
The Smurfs 2,DS,2013,Platform,0.0,0.17,0.0,0.01,0.18,,,,,E,6,279
Close Combat: First to Fight,XB,2005,Shooter,0.14,0.04,0.0,0.01,0.18,69.0,46.0,7.8,10.0,T,3,612
Indiana Jones and the Emperor's Tomb,XB,2003,Action,0.14,0.04,0.0,0.01,0.18,73.0,43.0,8.6,17.0,T,19,106
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,0.09,0.07,0.0,0.02,0.18,72.0,27.0,8.9,47.0,T,24,104
Remington Super Slam Hunting: North America,Wii,2010,Sports,0.17,0.0,0.0,0.01,0.18,,,,,T,180,1005
Reel Fishing II,PS,2000,Sports,0.1,0.07,0.0,0.01,0.18,,,,,,249,2
Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,0.14,0.03,0.0,0.01,0.18,,,,,E10+,6,105
Ty the Tasmanian Tiger,XB,2002,Platform,0.14,0.04,0.0,0.01,0.18,68.0,13.0,8.5,11.0,E,8,214
Imagine: Babyz Fashion,DS,2009,Simulation,0.17,0.0,0.0,0.01,0.18,,,,,E,6,13
Dead or Alive,SAT,1997,Fighting,0.0,0.0,0.18,0.0,0.18,,,,,,49,2
Active Health with Carol Vorderman,DS,2009,Sports,0.0,0.18,0.0,0.01,0.18,,,,,,1,2
Driving Emotion Type-S,PS2,2000,Racing,0.04,0.03,0.11,0.01,0.18,55.0,18.0,,,E,8,1006
Heavy Fire: Afghanistan,PS3,2011,Shooter,0.17,0.0,0.0,0.02,0.18,39.0,5.0,3.3,16.0,T,34,656
Siren,PS2,2003,Adventure,0.09,0.07,0.0,0.02,0.18,72.0,48.0,7.8,41.0,M,4,234
NARC,XB,2005,Shooter,0.14,0.04,0.0,0.01,0.18,51.0,27.0,2.8,6.0,M,40,625
Driver: San Francisco,PC,2011,Racing,0.05,0.1,0.0,0.03,0.18,80.0,11.0,7.0,332.0,T,6,417
Just Dance 2017,Wii,2016,Misc,0.06,0.11,0.0,0.01,0.18,,,,,E10+,6,32
NASCAR Unleashed,Wii,2011,Racing,0.17,0.0,0.0,0.01,0.18,,,,,E,5,718
Super Robot Taisen J,GBA,2005,Strategy,0.0,0.0,0.18,0.0,0.18,,,,,,56,2
Shape Up,XOne,2014,Misc,0.08,0.09,0.0,0.01,0.18,58.0,6.0,8.3,28.0,E,6,53
Nep League DS,DS,2007,Sports,0.0,0.0,0.18,0.0,0.18,,,,,,163,2
Happy Cooking,DS,2006,Simulation,0.17,0.0,0.0,0.01,0.18,,,,,E,6,13
Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,0.04,0.03,0.11,0.01,0.18,,,,,,131,2
Cars: Race-O-Rama,PS3,2009,Racing,0.14,0.03,0.0,0.02,0.18,61.0,5.0,,,E,29,403
Jewel Master: Cradle of Athena,DS,2010,Puzzle,0.17,0.0,0.0,0.01,0.18,,,,,E10+,215,751
Saw II: Flesh & Blood,PS3,2010,Action,0.1,0.06,0.0,0.02,0.18,,,,,,15,2
Hidden Mysteries: Vampire Secrets,DS,2010,Adventure,0.06,0.11,0.0,0.02,0.18,,,,,E10+,279,954
Casper: Friends Around the World,PS,2000,Action,0.1,0.07,0.0,0.01,0.18,,,,,,273,2
Jurassic Park III: Island Attack,GBA,2001,Adventure,0.13,0.05,0.0,0.0,0.18,57.0,6.0,,,E,15,70
Jikkyou Powerful Pro Baseball 2016,PSV,2016,Sports,0.0,0.0,0.18,0.0,0.18,,,,,,15,2
Star Trek: Legacy,X360,,Simulation,0.14,0.02,0.0,0.01,0.18,64.0,41.0,5.5,42.0,E10+,6,1007
Tekken Tag Tournament 2,WiiU,2012,Fighting,0.09,0.07,0.01,0.01,0.18,,,,,,26,2
GameBoy Wars,GB,1991,Strategy,0.0,0.0,0.18,0.0,0.18,,,,,,1,2
Amplitude,PS2,2003,Misc,0.09,0.07,0.0,0.02,0.18,86.0,35.0,8.8,26.0,T,4,59
Disgaea DS,DS,2008,Role-Playing,0.11,0.01,0.05,0.01,0.18,82.0,32.0,7.5,35.0,T,16,580
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,0.14,0.04,0.0,0.01,0.18,61.0,36.0,7.8,4.0,T,40,163
AirForce Delta Storm,XB,2001,Shooter,0.14,0.04,0.0,0.01,0.18,61.0,21.0,7.1,7.0,E,15,426
Metal Gear Solid V: The Phantom Pain,X360,2015,Action,0.12,0.04,0.0,0.02,0.18,,,7.2,159.0,M,15,102
Monopoly Party,XB,2002,Misc,0.14,0.04,0.0,0.01,0.18,,,,,,53,2
Fear Effect 2: Retro Helix,PS,2001,Action,0.1,0.07,0.0,0.01,0.18,84.0,15.0,8.9,17.0,M,22,1008
Chaotic: Shadow Warriors,DS,2009,Action,0.17,0.0,0.0,0.01,0.18,,,,,E10+,5,566
Ninja Gaiden 3,WiiU,2012,Action,0.14,0.03,0.0,0.02,0.18,,,,,,1,2
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,0.06,0.02,0.08,0.02,0.18,76.0,26.0,7.7,44.0,E10+,49,691
Mahjong: Journey Quest for Tikal,DS,2008,Puzzle,0.15,0.02,0.0,0.01,0.18,,,,,E,143,803
Call of Duty: World at War,PC,2008,Shooter,0.02,0.14,0.0,0.03,0.18,83.0,36.0,7.5,721.0,M,5,7
CSI: Fatal Conspiracy,PS3,2010,Adventure,0.11,0.05,0.0,0.02,0.18,39.0,5.0,5.6,13.0,M,6,847
Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,0.0,0.0,0.18,0.0,0.18,,,,,,26,2
International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,0.0,0.0,0.18,0.0,0.18,,,,,,15,2
Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,0.17,0.0,0.0,0.01,0.18,,,,,,3,2
Klonoa: Door to Phantomile,PS,1997,Platform,0.0,0.0,0.17,0.01,0.18,,,,,,4,2
Vietcong: Purple Haze,PS2,2004,Shooter,0.09,0.07,0.0,0.02,0.18,48.0,11.0,4.3,6.0,M,212,1009
Atari Anniversary Advance,GBA,2002,Misc,0.13,0.05,0.0,0.0,0.18,75.0,7.0,,,E,11,81
Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,0.0,0.0,0.0,0.18,0.18,,,,,E,233,336
Hatsune Miku and Future Stars: Project Mirai,3DS,2012,Misc,0.0,0.0,0.18,0.0,0.18,,,,,,9,2
X-Men Origins: Wolverine,PS2,2009,Action,0.13,0.0,0.0,0.05,0.18,,,6.8,16.0,T,5,187
Syndicate,X360,2012,Shooter,0.1,0.06,0.0,0.02,0.18,74.0,65.0,7.1,174.0,M,8,535
Zumba Fitness Rush,X360,2012,Sports,0.0,0.16,0.0,0.02,0.18,73.0,7.0,6.2,5.0,E10+,12,136
Call of Juarez,X360,2007,Shooter,0.14,0.02,0.0,0.01,0.18,71.0,37.0,6.9,46.0,M,6,172
TalkMan (Japan),PSP,2005,Misc,0.0,0.0,0.18,0.0,0.18,,,,,,4,2
Ghostbusters: The Video Game,PSP,2009,Action,0.16,0.01,0.0,0.02,0.18,54.0,13.0,4.7,13.0,E10+,11,446
Bloody Roar: Primal Fury,GC,2002,Fighting,0.14,0.04,0.0,0.0,0.18,75.0,27.0,8.5,20.0,T,5,666
Mega Man Soccer,SNES,1993,Sports,0.04,0.01,0.13,0.0,0.18,,,,,,13,2
MotoGP,Wii,2009,Racing,0.05,0.11,0.0,0.02,0.18,44.0,10.0,5.4,11.0,E,13,724
Mushroom Men: The Spore Wars,Wii,2008,Action,0.16,0.01,0.0,0.01,0.18,72.0,37.0,8.7,33.0,E10+,81,446
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,0.0,0.12,0.04,0.02,0.18,59.0,30.0,7.8,45.0,T,26,118
Brunswick Pro Bowling,PS3,2010,Sports,0.1,0.05,0.0,0.02,0.18,47.0,6.0,,,E,12,246
LEGO Harry Potter: Years 5-7,PSV,2012,Action,0.07,0.07,0.0,0.03,0.18,64.0,19.0,6.8,21.0,E10+,20,51
FIFA Soccer 07,GC,2006,Sports,0.14,0.04,0.0,0.0,0.18,,,,,,8,2
Rabbids Party Collection,Wii,2010,Misc,0.0,0.16,0.0,0.02,0.18,,,,,,6,2
Corpse Party: Blood Drive,PSV,2014,Adventure,0.08,0.01,0.06,0.03,0.18,60.0,19.0,7.4,58.0,M,214,1010
The Last Airbender,DS,2010,Action,0.13,0.04,0.0,0.01,0.18,69.0,6.0,7.0,4.0,E10+,29,167
My Fitness Coach 2: Exercise and Nutrition,Wii,2009,Sports,0.13,0.03,0.0,0.01,0.18,,,,,,195,2
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,0.13,0.05,0.0,0.0,0.18,,,,,,1,2
Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,0.0,0.0,0.18,0.0,0.18,,,,,,13,2
Backbreaker,X360,,Sports,0.17,0.0,0.0,0.01,0.18,54.0,29.0,7.6,68.0,E,34,1011
UFC Personal Trainer: The Ultimate Fitness System,Wii,2011,Sports,0.11,0.06,0.0,0.02,0.18,54.0,5.0,,,E,29,167
MotoGP 14 ,PS4,2014,Racing,0.04,0.11,0.0,0.03,0.18,73.0,28.0,6.4,26.0,E,255,724
Shrek SuperSlam,DS,2005,Action,0.17,0.0,0.0,0.01,0.18,,,,,,5,2
Alone in the Dark,Wii,2008,Adventure,0.09,0.08,0.0,0.02,0.18,39.0,10.0,4.4,34.0,M,11,1012
Super Robot Taisen UX,3DS,2013,Role-Playing,0.0,0.0,0.18,0.0,0.18,,,,,,26,2
Skylanders Imaginators,WiiU,2016,Platform,0.09,0.08,0.0,0.02,0.18,76.0,4.0,,,E10+,5,141
Six Flags Fun Park,DS,2008,Misc,0.17,0.0,0.0,0.01,0.18,34.0,4.0,7.0,4.0,E,205,760
Test Drive Off-Road Wide Open,XB,2001,Racing,0.15,0.03,0.0,0.01,0.18,64.0,21.0,8.3,9.0,E,53,40
Jeopardy!,DS,2010,Misc,0.17,0.0,0.0,0.01,0.18,,,,,,29,2
Pro Yaky? Spirits 2011,PS3,2011,Sports,0.0,0.0,0.18,0.0,0.18,,,,,,15,2
Doctor Who: Return to Earth,Wii,2010,Adventure,0.0,0.16,0.0,0.02,0.18,,,,,,280,2
Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,0.0,0.0,0.18,0.0,0.18,,,,,,56,2
WWE All Stars,PSP,2011,Fighting,0.12,0.04,0.0,0.03,0.18,70.0,4.0,6.6,5.0,T,29,167
Jampack Vol. 1,PS,1996,Misc,0.1,0.07,0.0,0.01,0.18,,,,,,4,2
Bad Boys: Miami Takedown,XB,2004,Shooter,0.14,0.04,0.0,0.01,0.18,35.0,20.0,5.9,9.0,M,87,282
Valhalla Knights 3,PSV,2013,Role-Playing,0.04,0.01,0.12,0.01,0.18,48.0,19.0,6.8,56.0,M,150,917
Mega Man X: Command Mission,PS2,2004,Role-Playing,0.09,0.07,0.0,0.02,0.18,69.0,27.0,7.1,18.0,E,13,573
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,0.09,0.07,0.0,0.02,0.18,59.0,13.0,8.6,15.0,E,105,273
Moon,PS,1997,Adventure,0.0,0.0,0.17,0.01,0.18,,,,,,50,2
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,0.15,0.01,0.0,0.01,0.18,65.0,20.0,7.5,4.0,E10+,33,187
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0,T,5,566
Re-Volt,N64,1999,Racing,0.14,0.04,0.0,0.0,0.18,,,,,,31,2
Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,0.14,0.04,0.0,0.0,0.18,,,,,,213,2
Senran Kagura: Estival Versus,PSV,2015,Action,0.04,0.02,0.09,0.02,0.18,71.0,4.0,7.4,34.0,M,214,1013
Might & Magic: Clash of Heroes,DS,2009,Role-Playing,0.15,0.02,0.0,0.01,0.18,,,,,,6,2
GRID Autosport,PS3,2014,Racing,0.05,0.09,0.01,0.03,0.18,75.0,35.0,6.8,62.0,E,35,295
Gokujou Parodius,SNES,1994,Shooter,0.0,0.0,0.18,0.0,0.18,,,,,,15,2
Half-Minute Hero,PSP,2009,Role-Playing,0.08,0.01,0.07,0.01,0.18,84.0,41.0,7.8,38.0,E10+,70,790
Gauntlet: Dark Legacy,GC,2002,Action,0.14,0.04,0.0,0.0,0.18,60.0,20.0,9.1,16.0,T,40,163
A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,0.0,0.0,0.18,0.0,0.18,,,,,,56,2
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,0.16,0.01,0.0,0.01,0.18,56.0,24.0,7.5,13.0,T,33,51
Company of Heroes: Anthology,PC,2009,Strategy,0.0,0.15,0.0,0.03,0.18,,,,,,29,2
Shadow The Hedgehog,XB,2005,Platform,0.13,0.04,0.0,0.01,0.18,49.0,24.0,5.5,36.0,E10+,9,181
Daigasso! Band Brothers P,3DS,2013,Misc,0.0,0.0,0.18,0.0,0.18,,,,,,1,2
Batman: Vengeance,GBA,2001,Adventure,0.13,0.05,0.0,0.0,0.18,68.0,8.0,,,E,6,53
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,0.0,0.0,0.18,0.0,0.18,,,,,,9,2
The Adventures of Cookie & Cream,PS2,2000,Puzzle,0.09,0.07,0.0,0.02,0.18,,,,,,87,2
World of Outlaws: Sprint Cars,X360,2010,Racing,0.17,0.0,0.0,0.01,0.18,57.0,4.0,8.1,10.0,E,29,1014
Van Helsing,XB,2007,Action,0.13,0.04,0.0,0.01,0.18,63.0,32.0,7.6,8.0,T,5,672
Grand Slam Tennis 2,X360,2012,Sports,0.1,0.06,0.0,0.02,0.18,71.0,45.0,5.1,14.0,E,8,19
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,0.1,0.06,0.0,0.02,0.18,51.0,5.0,5.3,4.0,E10+,58,212
Pure Futbol,X360,2010,Sports,0.08,0.08,0.0,0.02,0.18,38.0,20.0,7.9,29.0,E,6,862
Spider-Man: Friend or Foe,PSP,2007,Action,0.16,0.0,0.0,0.01,0.18,58.0,7.0,4.4,9.0,E10+,5,251
Sing4: The Hits Edition,Wii,2011,Misc,0.17,0.0,0.0,0.01,0.18,,,,,T,67,662
Gun,GC,2005,Shooter,0.14,0.04,0.0,0.0,0.18,77.0,27.0,8.6,8.0,M,5,61
SoulCalibur Legends,Wii,2007,Action,0.16,0.01,0.0,0.01,0.18,52.0,35.0,5.7,24.0,T,26,146
Rio,Wii,2011,Misc,0.13,0.03,0.0,0.01,0.18,,,,,E10+,29,104
F1 Challenge,SAT,1994,Racing,0.0,0.0,0.18,0.0,0.18,,,,,,9,2
Squeeballs Party,Wii,2009,Puzzle,0.17,0.0,0.0,0.01,0.18,59.0,16.0,,,E10+,281,1015
Metal Gear Ac!d 2,PSP,2005,Strategy,0.11,0.0,0.05,0.01,0.18,,,,,,15,2
Shadow Madness,PS,1999,Action,0.1,0.07,0.0,0.01,0.18,,,,,,67,2
Aliens: Colonial Marines,PC,2013,Shooter,0.1,0.06,0.0,0.02,0.18,45.0,40.0,3.5,1156.0,M,9,101
Tiger Woods PGA Tour 2004,GBA,2003,Sports,0.13,0.05,0.0,0.0,0.18,75.0,5.0,7.5,4.0,E,8,1016
The Game of Life / Yahtzee / Payday,GBA,2005,Misc,0.13,0.05,0.0,0.0,0.18,,,,,,84,2
FIFA Soccer 11,PC,2010,Sports,0.0,0.14,0.0,0.04,0.18,83.0,16.0,7.7,102.0,E,8,19
American Chopper 2: Full Throttle,PS2,2005,Racing,0.09,0.07,0.0,0.02,0.18,,,8.1,9.0,T,84,697
Borderlands,PC,2009,Shooter,0.01,0.14,0.0,0.03,0.18,81.0,37.0,7.8,1363.0,M,3,101
de Blob 2,Wii,2011,Platform,0.11,0.06,0.0,0.02,0.18,79.0,20.0,8.1,26.0,E10+,29,411
Silent Hill 4: The Room,XB,2004,Action,0.14,0.04,0.0,0.01,0.18,76.0,43.0,8.3,26.0,M,15,86
Commandos 2: Men of Courage,PS2,2002,Strategy,0.09,0.07,0.0,0.02,0.18,67.0,19.0,6.8,11.0,T,22,970
Remember Me,X360,2013,Action,0.1,0.06,0.0,0.02,0.18,70.0,42.0,7.5,267.0,M,13,712
Brink,PC,2011,Shooter,0.06,0.09,0.0,0.03,0.18,70.0,38.0,6.0,547.0,T,7,382
FIFA Soccer 2002,GC,2001,Sports,0.14,0.04,0.0,0.0,0.18,81.0,13.0,8.0,9.0,E,8,19
Pro Evolution Soccer 2013,3DS,2012,Sports,0.05,0.02,0.1,0.01,0.18,,,,,,15,2
Atari Anniversary Edition Redux,PS,2000,Misc,0.1,0.07,0.0,0.01,0.18,72.0,5.0,,,E,53,81
Lips: Party Classics,X360,2010,Misc,0.05,0.11,0.0,0.02,0.18,69.0,10.0,,,T,2,479
Toukiden: The Age of Demons,PSP,2013,Action,0.0,0.0,0.18,0.0,0.18,,,,,,49,2
Fireblade,PS2,2002,Action,0.09,0.07,0.0,0.02,0.18,,,,,,40,2
Disney's Tarzan Untamed,GC,2001,Platform,0.14,0.04,0.0,0.0,0.18,61.0,11.0,7.4,8.0,E,6,53
Brunswick Circuit Pro Bowling,PS,1998,Sports,0.1,0.07,0.0,0.01,0.18,,,,,,29,2
Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,0.14,0.03,0.0,0.01,0.18,,,,,E10+,29,167
Trinity Universe,PS3,2009,Role-Playing,0.07,0.05,0.03,0.02,0.18,62.0,25.0,7.2,28.0,T,131,1017
Payday 2,XOne,2015,Shooter,0.09,0.07,0.0,0.02,0.18,,,,,,12,2
Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,0.08,0.08,0.0,0.02,0.18,,,,,E,5,243
Cabela's Dangerous Hunts 2009,PS2,2008,Sports,0.09,0.07,0.0,0.02,0.18,,,9.2,5.0,T,59,566
Senran Kagura: Estival Versus,PS4,2015,Action,0.08,0.0,0.08,0.02,0.18,67.0,25.0,8.0,96.0,M,214,1013
Ball Breakers,PS,2000,Action,0.1,0.07,0.0,0.01,0.18,68.0,10.0,5.3,4.0,E,3,1018
Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,Action,0.0,0.0,0.18,0.0,0.18,,,,,,26,2
Splatterhouse,X360,2010,Action,0.14,0.03,0.0,0.01,0.18,62.0,51.0,7.6,60.0,M,26,315
EyeToy: Groove,PS2,2003,Misc,0.09,0.07,0.0,0.02,0.18,73.0,34.0,8.0,5.0,E,4,367
You Don't Know Jack,PS3,2011,Misc,0.16,0.0,0.0,0.01,0.18,82.0,11.0,7.3,18.0,T,29,957
Chuck E. Cheese's Party Games,DS,2010,Misc,0.17,0.0,0.0,0.01,0.18,,,,,E,282,1019
Twisted Metal: Small Brawl,PS,,Action,0.1,0.07,0.0,0.01,0.18,51.0,14.0,7.6,49.0,T,34,293
Otomedius Excellent,X360,,Shooter,0.13,0.0,0.04,0.01,0.18,48.0,8.0,8.1,16.0,T,34,70
Charlie and the Chocolate Factory,GC,2005,Adventure,0.14,0.04,0.0,0.0,0.18,39.0,16.0,3.2,6.0,E,63,762
Armored Core: Last Raven,PS2,2005,Simulation,0.05,0.04,0.08,0.01,0.18,59.0,16.0,8.9,14.0,T,12,164
Burnout Legends,DS,2005,Racing,0.15,0.02,0.0,0.01,0.18,38.0,12.0,6.0,59.0,E,8,363
Tomb Raider: Underworld,PS2,2009,Action,0.09,0.04,0.0,0.05,0.18,,,5.8,30.0,T,22,299
College Hoops 2K7,PS3,2007,Sports,0.16,0.0,0.0,0.01,0.18,81.0,9.0,7.1,8.0,E,3,565
Hello Kitty: Birthday Adventures,DS,2010,Adventure,0.06,0.1,0.0,0.02,0.18,,,,,E,26,1020
All Grown Up! Express Yourself,GBA,2004,Misc,0.13,0.05,0.0,0.0,0.18,,,,,,29,2
Escape The Museum,DS,2010,Adventure,0.04,0.12,0.0,0.02,0.18,,,,,E,279,1021
K-1 World Grand Prix,PS2,2002,Sports,0.04,0.03,0.1,0.01,0.18,67.0,24.0,9.0,7.0,T,15,70
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,0.0,0.0,0.18,0.0,0.18,,,,,,26,2
Super Robot Taisen A Portable,PSP,2008,Strategy,0.0,0.0,0.18,0.0,0.18,,,,,,26,2
Juiced,XB,2005,Racing,0.13,0.04,0.0,0.01,0.18,68.0,39.0,9.1,15.0,T,29,549
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,0.11,0.01,0.05,0.01,0.18,38.0,14.0,3.0,12.0,E10+,12,1022
Looney Tunes: Back in Action,GBA,2003,Platform,0.13,0.05,0.0,0.0,0.18,47.0,7.0,,,E,8,635
Shaun White Skateboarding,Wii,2010,Sports,0.13,0.03,0.0,0.01,0.18,59.0,6.0,,,E10+,6,53
DiRT Showdown,PS3,2012,Racing,0.02,0.12,0.0,0.03,0.18,75.0,27.0,6.3,43.0,E10+,35,295
Virtua Tennis,GBA,2002,Sports,0.13,0.05,0.0,0.0,0.18,83.0,14.0,,,E,11,218
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,0.16,0.0,0.0,0.02,0.18,,,5.0,4.0,,5,2
Tales of the Tempest,DS,2006,Role-Playing,0.0,0.0,0.18,0.0,0.18,,,,,,26,2
SimCity Creator (JP sales),DS,2008,Simulation,0.0,0.0,0.18,0.0,0.18,,,,,,8,2
Biohazard: Revival Selection,PS3,2011,Action,0.0,0.0,0.18,0.0,0.18,,,,,,13,2
Sonic Riders: Zero Gravity,PS2,2008,Racing,0.09,0.07,0.0,0.02,0.18,56.0,16.0,8.3,27.0,E,9,126
UFC: Sudden Impact,PS2,2004,Fighting,0.09,0.07,0.0,0.02,0.18,54.0,29.0,7.7,7.0,T,63,790
NBA Hoopz,PS2,2001,Sports,0.09,0.07,0.0,0.02,0.18,63.0,10.0,,,E,40,104
ESPN X Games Skateboarding,GBA,2001,Sports,0.13,0.05,0.0,0.0,0.18,,,,,E,15,171
Nancy Drew: The Hidden Staircase,DS,2008,Adventure,0.16,0.0,0.0,0.01,0.18,,,6.0,6.0,E,29,467
Speedball 2100,PS,2000,Sports,0.1,0.07,0.0,0.01,0.18,60.0,5.0,,,E,87,1023
Full Auto 2: Battlelines,PS3,2006,Racing,0.14,0.02,0.0,0.02,0.18,67.0,43.0,7.6,25.0,T,9,940
College Hoops 2K8,X360,2007,Sports,0.16,0.0,0.0,0.01,0.18,81.0,21.0,6.9,16.0,E,3,84
LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,0.1,0.07,0.0,0.01,0.18,,,,,,134,2
How to Train Your Dragon,PS3,2010,Action,0.12,0.03,0.0,0.02,0.18,51.0,18.0,7.0,6.0,E10+,5,586
Backyard Basketball,GBA,2004,Sports,0.13,0.05,0.0,0.0,0.18,,,,,E,11,827
Madden NFL 09,XB,2008,Sports,0.13,0.04,0.0,0.01,0.18,,,5.5,6.0,E,8,58
Dynasty Warriors: Gundam 3,X360,2010,Action,0.11,0.03,0.02,0.01,0.18,65.0,27.0,7.8,20.0,T,49,1024
Scooby-Doo! Unmasked,GBA,2005,Platform,0.13,0.05,0.0,0.0,0.18,,,,,,29,2
Summon Night 4,PS2,2006,Role-Playing,0.0,0.0,0.18,0.0,0.18,,,,,,56,2
NHL 2004,XB,2003,Sports,0.13,0.04,0.0,0.01,0.18,85.0,21.0,6.5,31.0,E,8,31
Pro Yaky? Spirits 5,PS2,2008,Sports,0.0,0.0,0.18,0.0,0.18,,,,,,15,2
Back to the Future: The Game,PS4,2015,Adventure,0.1,0.05,0.0,0.03,0.18,,,7.1,18.0,T,173,847
Namco Museum: 50th Anniversary,XB,2005,Misc,0.13,0.04,0.0,0.01,0.18,62.0,23.0,,,E10+,26,943
Monster 4x4: Stunt Racer,Wii,2009,Racing,0.16,0.0,0.0,0.01,0.18,,,5.2,9.0,E,6,13
Velvet Assassin,X360,2009,Shooter,0.14,0.02,0.01,0.01,0.18,56.0,46.0,7.1,55.0,M,233,1025
